tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,nt_bpm,nt_base_count,nt_count,nt_contigs,nt_contig_b,nt_percent_identity,nt_alignment_length,nt_e_value,nr_bpm,nr_base_count,nr_count,nr_contigs,nr_contig_b,nr_percent_identity,nr_alignment_length,nr_e_value,species_tax_ids,known_pathogen,lcrp_pathogen,divergent_pathogen
6696,2,6696,Macrobrachium,"",eukaryota,false,10.0098,47967,9,,,92.3363,442.667,10^-113.581,,,,,,,,,[159736],0,0,0
159736,1,6696,Macrobrachium nipponense,"",eukaryota,false,10.0098,47967,9,,,92.3363,442.667,10^-113.581,,,,,,,,,,0,0,0
6288,2,6288,Haemonchus,"",eukaryota,false,1.6252,7788,1,,,83.03,3459.0,10^-307.653,,,,,,,,,[6289],0,0,0
6289,1,6288,Haemonchus contortus,barber pole worm,eukaryota,false,1.6252,7788,1,,,83.03,3459.0,10^-307.653,,,,,,,,,,0,0,0
5581,2,5581,Beauveria,"",eukaryota,false,,,,,,,,,57899.4,277454458,43214,,,69.4,3921.0,10^-307.653,[176275],0,0,0
176275,1,5581,Beauveria bassiana,"",eukaryota,false,,,,,,,,,57899.4,277454458,43214,,,69.4,3921.0,10^-307.653,,0,0,0
5206,2,5206,Cryptococcus,"",eukaryota,false,17222.3,82529433,20831,,,94.7359,20673.2,10^-304.104,12855.4,61603259,15731,,,83.4525,1369.07,10^-303.39,"[2591691, 2046349, 2011032, 1859121, 1859096, 192011, 37769, 5207]",2,0,0
2591691,1,5206,Cryptococcus floricola,"",eukaryota,false,,,,,,,,,12.6642,60687,18,,,41.2,1433.0,10^-307.653,,0,0,0
2046349,1,5206,Cryptococcus sp. (in: Fungi),"",eukaryota,false,2.48309,11899,2,,,83.906,4197.5,10^-307.653,,,,,,,,,,0,0,0
2011032,1,5206,Cryptococcus cf. gattii,"",eukaryota,false,,,,,,,,,59.1964,283670,77,,,74.7312,1057.81,10^-305.32,,0,0,0
1859121,1,5206,Cryptococcus gattii VGIV,"",eukaryota,false,,,,,,,,,21.4492,102785,24,,,80.6,1622.33,10^-307.653,,0,0,0
1859096,1,5206,Cryptococcus gattii VGII,"",eukaryota,false,1.03944,4981,4,,,91.608,655.0,10^-185.113,33.761,161783,38,,,76.3211,1171.89,10^-298.088,,0,0,0
192011,1,5206,Cryptococcus neoformans AD hybrid,"",eukaryota,false,2.60496,12483,4,,,93.7615,1571.0,10^-250.793,,,,,,,,,,0,0,0
37769,1,5206,Cryptococcus gattii VGI,"",eukaryota,false,,,,,,,,,11.692,56028,12,,,64.2,936.0,10^-307.653,,1,0,0
5207,1,5206,Cryptococcus neoformans,"",eukaryota,false,17216.2,82500070,20821,,,94.7377,20682.3,10^-304.137,12716.6,60938306,15562,,,83.5812,1370.96,10^-303.379,,1,0,0
5052,2,5052,Aspergillus,"",eukaryota,false,0.0778379,373,1,,,86.753,385.0,10^-180.685,,,,,,,,,[1287682],0,0,0
1287682,1,5052,Aspergillus felis,"",eukaryota,false,0.0778379,373,1,,,86.753,385.0,10^-180.685,,,,,,,,,,0,0,0
4930,2,4930,Saccharomyces,"",eukaryota,false,17660.7,84630429,24290,,,97.5769,46933.0,10^-307.032,15006.6,71911774,21137,,,97.1806,1463.38,10^-307.144,"[252598, 27292, 4932, 4931]",1,0,0
252598,1,4930,Saccharomyces boulardii (nom. inval.),"",eukaryota,false,,,,,,,,,131.714,631176,186,,,98.9,1290.81,10^-307.653,,0,0,0
27292,1,4930,Saccharomyces pastorianus,"",eukaryota,false,693.742,3324421,946,,,97.8582,18701.1,10^-307.061,215.611,1033212,298,,,99.0342,1458.01,10^-307.653,,0,0,0
4932,1,4930,Saccharomyces cerevisiae,baker's yeast,eukaryota,false,16963.9,81291321,23341,,,97.5661,48082.7,10^-307.031,14638.8,70149487,20615,,,97.1366,1466.23,10^-307.131,,1,0,0
4931,1,4930,Saccharomyces bayanus,"",eukaryota,false,3.06489,14687,3,,,93.5013,4266.67,10^-307.653,20.4296,97899,38,,,98.1,799.0,10^-307.653,,0,0,0
4842,2,4842,Rhizopus,"",eukaryota,false,,,,,,,,,1070.62,5130444,1499,,,90.0614,582.991,10^-302.231,[86630],0,0,0
86630,1,4842,Rhizopus azygosporus,"",eukaryota,false,,,,,,,,,1070.62,5130444,1499,,,90.0614,582.991,10^-302.231,,0,0,0
4564,2,4564,Triticum,"",eukaryota,false,1.03547,4962,1,,,98.204,2505.0,10^-307.653,,,,,,,,,[4565],0,0,0
4565,1,4564,Triticum aestivum,bread wheat,eukaryota,false,1.03547,4962,1,,,98.204,2505.0,10^-307.653,,,,,,,,,,0,0,0
4473,2,4473,Spirodela,"",eukaryota,false,0.523371,2508,1,,,80.0,160.0,10^-52.7493,,,,,,,,,[51605],0,0,0
51605,1,4473,Spirodela intermedia,"",eukaryota,false,0.523371,2508,1,,,80.0,160.0,10^-52.7493,,,,,,,,,,0,0,0
3705,2,3705,Brassica,"",eukaryota,false,0.219532,1052,1,,,86.154,390.0,10^-179.993,,,,,,,,,[3712],0,0,0
3712,1,3705,Brassica oleracea,wild cabbage,eukaryota,false,0.219532,1052,1,,,86.154,390.0,10^-179.993,,,,,,,,,,0,0,0
1654,2,1654,Actinomyces,"",bacteria,false,1.85955,8911,7,,,90.6759,1174.43,10^-307.653,,,,,,,,,[544580],0,0,0
544580,1,1654,Actinomyces oris,"",bacteria,false,1.85955,8911,7,,,90.6759,1174.43,10^-307.653,,,,,,,,,,0,0,0
1637,2,1637,Listeria,"",bacteria,false,115802.0,554925308,142951,,,99.5091,2844060.0,10^-307.323,1998.27,9575747,2582,,,99.4,925.0,10^-307.653,[1639],1,1,0
1639,1,1637,Listeria monocytogenes,"",bacteria,false,115802.0,554925308,142951,,,99.5091,2844060.0,10^-307.323,1998.27,9575747,2582,,,99.4,925.0,10^-307.653,,1,1,0
1386,2,1386,Bacillus,"",bacteria,false,155979.0,747453938,198507,,,99.6343,762440.0,10^-307.239,3264.87,15645302,4357,,,99.8228,875.21,10^-306.848,"[2576356, 2051555, 2026187, 2026186, 1963032, 1837130, 1628753, 1455809, 492670, 483913, 227866, 96241, 1452, 1428, 1423, 1405, 1396]",1,0,0
2576356,1,1386,Bacillus sp. FDAARGOS_527,"",bacteria,false,0.680925,3263,5,,,94.5374,622.2,10^-281.958,,,,,,,,,,0,0,0
2051555,1,1386,Bacillus sp. wens01,"",bacteria,false,0.175083,839,2,,,92.6655,352.0,10^-192.393,,,,,,,,,,0,0,0
2026187,1,1386,Bacillus pacificus,"",bacteria,false,0.972661,4661,8,,,94.0557,556.375,10^-248.408,,,,,,,,,,0,0,0
2026186,1,1386,Bacillus paranthracis,"",bacteria,false,0.340149,1630,1,,,88.003,1592.0,10^-307.653,,,,,,,,,,0,0,0
1963032,1,1386,Bacillus intestinalis,"",bacteria,false,18450.6,88415447,23825,,,99.8508,445000.0,10^-307.571,,,,,,,,,,0,0,0
1837130,1,1386,Bacillus sp. FJAT-14266,"",bacteria,false,0.514398,2465,1,,,80.035,571.0,10^-221.685,,,,,,,,,,0,0,0
1628753,1,1386,Bacillus sp. LM 4-2,"",bacteria,false,,,,,,,,,15.8263,75840,38,,,91.5,352.0,10^-222.719,,0,0,0
1455809,1,1386,Bacillus sp. III1,"",bacteria,false,0.238522,1143,1,,,86.312,621.0,10^-295.756,,,,,,,,,,0,0,0
492670,1,1386,Bacillus velezensis,"",bacteria,false,0.0909848,436,1,,,80.963,457.0,10^-180.61,,,,,,,,,,0,0,0
483913,1,1386,Bacillus inaquosorum,"",bacteria,false,1.59056,7622,4,,,89.6283,1609.75,10^-108.754,,,,,,,,,,0,0,0
227866,1,1386,Bacillus tequilensis,"",bacteria,false,0.131677,631,1,,,90.935,353.0,10^-184.839,,,,,,,,,,0,0,0
96241,1,1386,Bacillus spizizenii,"",bacteria,false,24490.9,117360791,31767,,,99.6085,359780.0,10^-307.51,3248.91,15568822,4318,,,99.9,880.0,10^-307.653,,0,0,0
1452,1,1386,Bacillus atrophaeus,"",bacteria,false,0.388563,1862,1,,,85.34,1296.0,10^-307.653,,,,,,,,,,0,0,0
1428,1,1386,Bacillus thuringiensis,"",bacteria,false,0.443446,2125,3,,,93.093,559.0,10^-269.463,,,,,,,,,,0,0,0
1423,1,1386,Bacillus subtilis,"",bacteria,false,113030.0,541639347,142871,,,99.6065,905141.0,10^-307.145,,,,,,,,,,0,0,0
1405,1,1386,Bacillus mycoides,"",bacteria,false,,,,,,,,,0.133556,640,1,,,82.9,76.0,10^-31.1518,,0,0,0
1396,1,1386,Bacillus cereus,"",bacteria,false,2.43656,11676,16,,,91.8394,561.062,10^-243.769,,,,,,,,,,1,0,0
1350,2,1350,Enterococcus,"",bacteria,false,102602.0,491671753,125380,,,99.6759,2657620.0,10^-307.291,92702.4,444231057,118614,,,99.7226,2009.77,10^-307.616,"[44008, 1352, 1351]",2,1,0
44008,1,1350,Enterococcus cecorum,"",bacteria,false,0.196786,943,1,,,87.825,616.0,10^-306.052,1162.32,5569853,2240,,,95.7,491.0,10^-305.733,,0,0,0
1352,1,1350,Enterococcus faecium,"",bacteria,false,1.00208,4802,4,,,94.3542,735.0,10^-199.588,,,,,,,,,,1,0,0
1351,1,1350,Enterococcus faecalis,"",bacteria,false,102601.0,491666008,125375,,,99.6762,2657730.0,10^-307.295,91540.1,438661204,116374,,,99.8,2039.0,10^-307.653,,1,1,0
1301,2,1301,Streptococcus,"",bacteria,false,0.58368,2797,2,,,93.2375,165.5,10^-82.6195,85094.5,407773711,158875,,,69.2,2412.0,10^-307.653,"[1334, 1313]",2,0,0
1334,1,1301,Streptococcus dysgalactiae,"",bacteria,false,0.555091,2660,1,,,90.435,230.0,10^-114.348,,,,,,,,,,1,0,0
1313,1,1301,Streptococcus pneumoniae,"",bacteria,false,0.0285892,137,1,,,96.04,101.0,10^-50.8906,85094.5,407773711,158875,,,69.2,2412.0,10^-307.653,,1,0,0
1279,2,1279,Staphylococcus,"",bacteria,false,97967.9,469463340,121774,,,94.3757,1673790.0,10^-307.329,169.964,814469,429,,,99.7,350.0,10^-232.31,"[283734, 29387, 1292, 1283, 1280]",3,1,0
283734,1,1279,Staphylococcus pseudintermedius,"",bacteria,false,6.70282,32120,16,,,91.6769,1742.69,10^-276.431,,,,,,,,,,1,0,0
29387,1,1279,Staphylococcus sp.,"",bacteria,false,0.51398,2463,1,,,86.105,1684.0,10^-307.653,,,,,,,,,,0,0,0
1292,1,1279,Staphylococcus warneri,"",bacteria,false,1.79799,8616,2,,,96.04,2570.0,10^-307.653,,,,,,,,,,0,0,0
1283,1,1279,Staphylococcus haemolyticus,"",bacteria,false,0.672995,3225,1,,,96.934,2120.0,10^-307.653,,,,,,,,,,1,0,0
1280,1,1279,Staphylococcus aureus,"",bacteria,false,97958.2,469416916,121754,,,94.376,1674060.0,10^-307.333,169.964,814469,429,,,99.7,350.0,10^-232.31,,1,1,0
620,2,620,Shigella,"",bacteria,false,7.41234,35520,8,,,91.8966,2726.88,10^-307.653,,,,,,,,,"[624, 623, 622, 621]",4,0,0
624,1,620,Shigella sonnei,"",bacteria,false,0.868946,4164,1,,,95.937,2166.0,10^-307.653,,,,,,,,,,1,0,0
623,1,620,Shigella flexneri,"",bacteria,false,3.58451,17177,3,,,85.0143,3405.0,10^-307.653,,,,,,,,,,1,0,0
622,1,620,Shigella dysenteriae,"",bacteria,false,1.23622,5924,1,,,95.274,4549.0,10^-307.653,,,,,,,,,,1,0,0
621,1,620,Shigella boydii,"",bacteria,false,1.72266,8255,3,,,96.3063,1628.33,10^-307.653,,,,,,,,,,1,0,0
590,2,590,Salmonella,"",bacteria,false,114505.0,548708582,85944,,,99.4637,2300290.0,10^-307.346,695.668,3333651,873,,,99.8,818.0,10^-307.653,"[2664291, 28901]",1,1,0
2664291,1,590,Salmonella sp. HNK130,"",bacteria,false,14.2654,68360,9,,,91.8334,5353.11,10^-297.735,,,,,,,,,,0,0,0
28901,1,590,Salmonella enterica,"",bacteria,false,114491.0,548640222,85935,,,99.4645,2300530.0,10^-307.347,695.668,3333651,873,,,99.8,818.0,10^-307.653,,1,1,0
583,2,583,Proteus,"",bacteria,false,0.356218,1707,1,,,88.6311,1768.0,10^-257.83,,,,,,,,,[585],1,0,0
585,1,583,Proteus vulgaris,"",bacteria,false,0.356218,1707,1,,,88.6311,1768.0,10^-257.83,,,,,,,,,,1,0,0
570,2,570,Klebsiella,"",bacteria,false,4.34431,20818,3,,,90.3607,4660.0,10^-307.653,,,,,,,,,"[573, 571]",2,0,0
573,1,570,Klebsiella pneumoniae,"",bacteria,false,3.67925,17631,2,,,91.032,6088.5,10^-307.653,,,,,,,,,,1,0,0
571,1,570,Klebsiella oxytoca,"",bacteria,false,0.665065,3187,1,,,89.018,1803.0,10^-307.653,,,,,,,,,,1,0,0
561,2,561,Escherichia,"",bacteria,false,67203.8,322041139,48858,,,90.5809,853908.0,10^-307.176,26.9797,129287,41,,,99.5,801.0,10^-307.653,[562],1,0,0
562,1,561,Escherichia coli,"",bacteria,false,67203.8,322041139,48858,,,90.5809,853908.0,10^-307.176,26.9797,129287,41,,,99.5,801.0,10^-307.653,,1,0,0
547,2,547,Enterobacter,"",bacteria,false,11.6957,56046,5,,,90.6516,7651.2,10^-252.887,,,,,,,,,"[2742639, 158836, 550]",1,0,0
2742639,1,547,Enterobacter sp. RHBSTW-00175,"",bacteria,false,2.27545,10904,1,,,85.911,4003.0,10^-307.653,,,,,,,,,,0,0,0
158836,1,547,Enterobacter hormaechei,"",bacteria,false,7.85036,37619,3,,,93.4347,9447.0,10^-216.377,,,,,,,,,,0,0,0
550,1,547,Enterobacter cloacae,"",bacteria,false,1.5699,7523,1,,,87.043,5912.0,10^-307.653,,,,,,,,,,1,0,0
544,2,544,Citrobacter,"",bacteria,false,4.34577,20825,3,,,92.5297,4804.33,10^-307.653,25.7848,123561,35,,,84.7,646.0,10^-307.653,"[2077147, 546]",1,0,0
2077147,1,544,Citrobacter freundii complex sp. CFNIH3,"",bacteria,false,1.3896,6659,1,,,83.249,3976.0,10^-307.653,,,,,,,,,,0,0,0
546,1,544,Citrobacter freundii,"",bacteria,false,2.95617,14166,2,,,97.17,5218.5,10^-307.653,25.7848,123561,35,,,84.7,646.0,10^-307.653,,1,0,0
517,2,517,Bordetella,"",bacteria,false,3.08472,14782,1,,,80.203,11224.0,10^-307.653,,,,,,,,,[123899],0,0,0
123899,1,517,Bordetella trematum,"",bacteria,false,3.08472,14782,1,,,80.203,11224.0,10^-307.653,,,,,,,,,,0,0,0
338,2,338,Xanthomonas,"",bacteria,false,2.42779,11634,1,,,81.459,3824.0,10^-307.653,,,,,,,,,[346],0,0,0
346,1,338,Xanthomonas citri,"",bacteria,false,2.42779,11634,1,,,81.459,3824.0,10^-307.653,,,,,,,,,,0,0,0
286,2,286,Pseudomonas,"",bacteria,false,84465.0,404757134,58911,,,98.7746,2112710.0,10^-307.363,,,,,,,,,"[2597770, 2545800, 1978467, 70775, 303, 294, 287]",3,0,0
2597770,1,286,Pseudomonas sp. BJP69,"",bacteria,false,1.41423,6777,1,,,92.312,3928.0,10^-307.653,,,,,,,,,,0,0,0
2545800,1,286,Pseudomonas sp. FDAARGOS_761,"",bacteria,false,0.288605,1383,1,,,93.837,1006.0,10^-307.653,,,,,,,,,,0,0,0
1978467,1,286,Pseudomonas sp. AK6U,"",bacteria,false,8.87248,42517,2,,,97.374,14893.5,10^-307.653,,,,,,,,,,0,0,0
70775,1,286,Pseudomonas plecoglossicida,"",bacteria,false,6.74352,32315,3,,,89.4467,6795.67,10^-307.653,,,,,,,,,,0,0,0
303,1,286,Pseudomonas putida,"",bacteria,false,2.58847,12404,1,,,88.2896,13040.0,10^-307.653,,,,,,,,,,1,0,0
294,1,286,Pseudomonas fluorescens,"",bacteria,false,11.8222,56652,6,,,92.2893,6809.83,10^-307.653,,,,,,,,,,1,0,0
287,1,286,Pseudomonas aeruginosa,"",bacteria,false,84433.2,404605086,58897,,,98.7762,2113210.0,10^-307.363,,,,,,,,,,1,0,0
283,2,283,Comamonas,"",bacteria,false,0.0319281,153,1,,,82.946,129.0,10^-45.2948,,,,,,,,,[2597701],0,0,0
2597701,1,283,Comamonas sp. NLF-7-7,"",bacteria,false,0.0319281,153,1,,,82.946,129.0,10^-45.2948,,,,,,,,,,0,0,0
68,2,68,Lysobacter,"",bacteria,false,19.2349,92174,4,,,86.7452,16459.5,10^-307.653,,,,,,,,,[2762611],0,0,0
2762611,1,68,Lysobacter sp. CW239,"",bacteria,false,19.2349,92174,4,,,86.7452,16459.5,10^-307.653,,,,,,,,,,0,0,0
-200,2,-200,all taxa with neither family nor genus classification,,,false,143.64,688326,123,,,93.6521,3627.46,10^-276.131,519657.0,2490201395,571888,,,99.7195,4912.94,10^-307.591,"[175245, 77133, -100]",0,0,0
175245,1,-200,uncultured fungus,"",eukaryota,false,0.0909848,436,1,,,94.431,413.0,10^-238.294,,,,,,,,,,0,0,0
77133,1,-200,uncultured bacterium,"",bacteria,false,0.282554,1354,4,,,90.5445,257.75,10^-127.515,,,,,,,,,,0,0,0
-100,1,-200,all taxa with neither family nor genus classification,,,false,143.267,686536,118,,,93.7508,3768.92,10^-281.489,519657.0,2490201395,571888,,,99.7195,4912.94,10^-307.591,,0,0,0
-200010699,2,-200010699,non-genus-specific reads in family Siphoviridae,,viruses,false,4.21305,20189,3,,,88.936,3356.67,10^-307.653,,,,,,,,,"[1777052, 1754216, 347324]",0,0,0
1777052,1,-200010699,Pseudomonas phage JBD44,"",viruses,true,1.27045,6088,1,,,80.215,3907.0,10^-307.653,,,,,,,,,,0,0,0
1754216,1,-200010699,Pseudomonas phage phi1,"",viruses,true,1.81803,8712,1,,,92.671,3152.0,10^-307.653,,,,,,,,,,0,0,0
347324,1,-200010699,Pseudomonas phage F10,"",viruses,true,1.12458,5389,1,,,93.922,3011.0,10^-307.653,,,,,,,,,,0,0,0
-200186817,2,-200186817,non-genus-specific reads in family Bacillaceae,,bacteria,false,4.1974,20114,29,,,94.7797,659.483,10^-279.228,,,,,,,,,"[2654326, 2654284]",0,0,0
2654326,1,-200186817,Bacillaceae bacterium C05,"",bacteria,false,0.0899414,431,1,,,98.705,386.0,10^-244.499,,,,,,,,,,0,0,0
2654284,1,-200186817,Bacillaceae bacterium C02,"",bacteria,false,4.10746,19683,28,,,94.6395,669.25,10^-280.468,,,,,,,,,,0,0,0
